date,sp500_price,dividend,earnings,cpi,date_fraction,gs10,real_price,real_dividend,real_total_return_price,real_earnings,real_tr_scaled_earnings,cape,tr_cape,ecy,monthly_total_bond_returns,real_total_bond_returns,ten_year_annualized_stock_real_return,ten_year_annualized_bonds_real_return,real_10_year_excess_annualized_returns,real_earnings_lag6,nominal_earnings_lag6,cape_lagE,earnings_yield,log_ey,cpi_lag2,infl_ann,exp_infl_10y,real_yield,log_real_yield,yoy_inflation,log_yoy_inflation,sp_ret,sp_vol_12m,log_sp_vol,d_real_yield,ry_vol_12m,log_ry_vol,log_nominal_earnings_growth,nominal_earnings_growth_30y_avg,nominal_earnings_growth_hist_avg,real_dividend_lag6,real_dividend_ttm,dividend_yield,earnings_ttm,payout_ratio,current_payout_ratio,nominal_total_return_price,ten_year_annualized_stock_nominal_return
1871-11-01,4.64,0.26,0.4,12.36889587,1871.874999999999,5.3533333333333335,123.01964993420226,6.893342453209609,128.79836735305926,10.605142235707092,11.103307530436144,,,,1.004205101651193,1.050717282037579,0.1152699193460637,0.0825932502290196,0.0326766691170441,10.687299479211411,0.4,,,,12.17864628,0.28457597842338056,,,,,,0.010834342165710146,,,,,,,,,6.946744661487418,,,,,17.366861653718544,4.857959072699668,0.09376531780198549
1871-12-01,4.74,0.26,0.4,12.65439174,1871.9583333333328,5.3566666666666665,122.83567214744691,6.737821678973881,129.19360771325114,10.365879506113664,10.902414153016972,,,,1.0042079181998806,1.031330727999685,0.1121351739557243,0.0849991777472158,0.0271359962085084,10.855638380079084,0.4,,,,12.36889587,0.1860097257892741,,,,,,0.021322769468821244,,,,,,,,,7.056164947051404,,,,,17.64041236762851,4.985340901832957,0.08820496214333873
1872-01-01,4.86,0.2633,0.4025,12.65439174,1872.0416666666656,5.36,125.945435999281,6.823340184899318,133.06237480217484,10.430666253026876,11.0200835098509,,,,1.0030599998857486,1.0356704833401311,0.1076844640100114,0.0849309891814114,0.0227534748286,10.855638380079084,0.4,,,,12.36889587,0.0,,,,,,0.025001302205417186,0.08211627762397825,-2.499619016353922,,,,,,,7.056164947051404,,,,,17.64041236762851,5.13462942430293,0.08385001972140405
1872-02-01,4.88,0.2667,0.405,12.65439174,1872.124999999999,5.378333333333333,126.46372997458668,6.911450160701284,134.21845685485425,10.495452999940085,11.139031767667207,,,,1.0030764483003818,1.038839634900825,0.1037520760356596,0.0839098290029967,0.0198422470326629,11.029290155743544,0.4,,,,12.65439174,0.27383285178230765,,,,,,0.004106781952653281,0.08191539892096088,-2.5020682847838955,,,,,,,7.169038601233304,,,,,17.92259650308326,5.179240479331982,0.08100758121856155
1872-03-01,5.04,0.27,0.4075,12.84464132,1872.2083333333323,5.3966666666666665,128.67553860196077,6.89333242510504,137.17556224486063,10.403825789741864,11.09107968547236,,,,1.0030928953450975,1.0266013661348654,0.101665922925352,0.0855145884981554,0.0161513344271966,10.770811220243438,0.4,,,,12.65439174,0.0,,,,0.015270350294076973,0.015154931997097311,0.03226086221822148,0.08416483638272637,-2.4749780651190845,,,,,,,7.001027293158234,,,,,17.502568232895584,5.372931337421754,0.0773555456495929
1872-04-01,5.18,0.2733,0.41,13.13013719,1872.2916666666656,5.415000000000001,129.374276933964,6.8258667733691825,138.52685507653783,10.240048946510663,10.964480807216315,,,,1.0031093410217495,1.0073855331848895,0.1000786679327629,0.086885497930643,0.0131931700021199,10.605142235707092,0.4,,,,12.65439174,0.0,,,,-0.01481159148475153,-0.014922378420835956,0.027398974188114347,0.08405739504583119,-2.4762554391093348,,,,,,,6.893342453209609,,,,,17.23335613302402,5.54645889663779,0.07443094093672209
1872-05-01,5.18,0.2767,0.4125,13.13013719,1872.3749999999989,5.433333333333334,129.374276933964,6.910784252437808,139.14349569429328,10.302488269355242,11.080442466003085,,,,1.0031257853321864,1.0105178383479383,0.0977606637227217,0.0858766808572906,0.0118839828654311,10.605142235707092,0.4,,,,12.84464132,0.17906854105003112,,,,-0.014601533586735327,-0.014709185182329849,0.0,0.08203928274230406,-2.500557088596477,,,,,,,6.893342453209609,,,,,17.23335613302402,5.57114849085754,0.07314594934776397
1872-06-01,5.13,0.28,0.415,13.0349719,1872.458333333332,5.451666666666666,129.0609048033314,7.044259911292944,139.43780885230805,10.44059951138061,11.280056661541488,,,,1.003142228278255,1.0210771159167262,0.0964717056225485,0.0840863420054729,0.0123853636170756,10.365879506113664,0.4,,,,13.13013719,0.2638011646185697,,,,0.045457476403731656,0.04445456608351688,-0.009699397088713506,0.08231046223349044,-2.497257056249892,,,,,,,6.737821678973881,82.56235623393401,0.6397162359875449,127.01900959066771,0.65,16.8445541974347,5.542468189746304,0.07363727934010589
1872-07-01,5.1,0.2833,0.4175,12.84464132,1872.5416666666656,5.470000000000001,130.2073902519841,7.232892874193547,141.3276787065159,10.659134398079091,11.569471737249096,,,,1.0031586698618002,1.0394633320598912,0.1025004014703139,0.0834525206698146,0.0190478808004992,10.430666253026876,0.4025,,,,13.13013719,0.0,,,,0.06976851608941548,0.06744228496556895,-0.005865119452398134,0.07913594796238804,-2.536588045215274,,,,0.006230549750636163,,0.006230549750636163,6.823340184899318,82.5449858426025,0.6339500828859035,126.92550572641636,0.6503419889500022,16.952397974905136,5.535562612908203,0.08015134463655005
1872-08-01,5.04,0.2867,0.42,12.93980661,1872.6249999999984,5.488333333333333,127.72919950153722,7.2658653764068895,139.29503968589694,10.644099958461435,11.607919973824744,,,,1.0031751100846626,1.0350778150153286,0.1068417179448506,0.0832492176826726,0.0235925002621779,10.495452999940085,0.405,,,,13.0349719,-0.08729094243061084,,,,0.07874311308036419,0.07579657922859959,-0.011834457647002796,0.08076087270805599,-2.5162626794040097,,,,0.01242251999855711,,0.009326534874596636,6.911450160701284,82.81841218653595,0.6483905990935083,127.2086143928675,0.6510440553244444,17.0653090387686,5.496370467807335,0.08458577665648548
1872-09-01,4.95,0.29,0.4225,13.0349719,1872.708333333332,5.506666666666667,124.53245200321452,7.295840622410548,136.47186740449865,10.629285044718817,11.648356359272862,,,,1.0031915489486818,1.0307834454158584,0.1137030608480391,0.0869931171352329,0.0267099437128062,10.403825789741864,0.4075,,,,12.84464132,-0.1765102221879582,,,,0.06299180928326176,0.06108739404626967,-0.01801850550267825,0.08335619119218965,-2.48463239309353,,,,0.018576385572935238,,0.012409818440709505,6.89333242510504,83.17064612258326,0.6678632339178258,127.54921173790517,0.6520671118962827,16.91615319044182,5.4245759461544285,0.08752622145278588
1872-10-01,4.97,0.2933,0.425,12.74947603,1872.7916666666652,5.5249999999999995,127.83550505643798,7.54409529840106,140.78054524267807,10.93160757524872,12.038577812502652,,,,1.0032079864556935,1.0572289881054313,0.10870071962282,0.0855723327022044,0.0231283869206155,10.240048946510663,0.41,,,,12.93980661,0.08857964836138073,,,,0.08799754875701815,0.08433889545053107,0.00403226352793823,0.05803776891185016,-2.846661292231364,,,,0.024692612590371414,,0.015480516978124982,6.8258667733691825,83.20763657944968,0.6508961383045689,127.3448355821039,0.6534040913328021,16.648455544802886,5.473278409994228,0.08403261415462349
1872-11-01,4.95,0.2967,0.4275,13.13013719,1872.8749999999984,5.543333333333333,123.62985923226292,7.410298835194426,136.8290794940496,10.677124206422707,11.817056865395193,,,,1.0032244226075313,1.029871681217814,0.1085524578360643,0.0897661676855337,0.0187862901505306,10.302488269355242,0.4125,,,,13.0349719,0.0879305738265762,,,,0.07031369499632101,0.06795177840079752,-0.00403226352793834,0.058761986142802765,-2.8342601273150447,,,,0.030771658666753472,,0.01853874531585068,6.910784252437808,83.17167617040008,0.6727474793459547,126.96002437224773,0.655101293353096,16.7534163695462,5.478481878905139,0.07968905691697925
1872-12-01,5.07,0.3,0.43,12.93980661,1872.9583333333317,5.5616666666666665,128.48949235571305,7.602928541758168,142.90876720957178,10.897530909853376,12.120467435920286,,,,1.003240857406026,1.0483895674210992,0.1058624748343872,0.0891780202856411,0.0166844545487461,10.44059951138061,0.415,,,,12.74947603,-0.2657485988984507,,,,0.030769129597337352,0.030305251343487234,0.023953241022492796,0.05959307983091703,-2.8202158218716593,,,,0.036813973122716184,,0.02158461661699493,7.044259911292944,83.15977113464162,0.6472106754412286,126.54498550354926,0.6571557996054234,16.974120268175767,5.638962661216501,0.0776217015175702
1873-01-01,5.11,0.3025,0.4325,12.93980661,1873.041666666665,5.58,129.50321616128082,7.666286279606152,144.74680321123992,10.960888647701358,12.251074831479697,,,,1.0053472215787504,1.051787248515076,0.1043883357395603,0.0891469811249552,0.015241354614605,10.659134398079091,0.4175,,,,13.13013719,0.35303954132906146,,,,0.06154480787944405,0.05972521312090893,0.00785858661252131,0.055855867370104555,-2.884980703119115,,,,0.04281999718292814,,0.02461824241212825,7.232892874193547,83.33649906178375,0.6435091075884793,126.34848152154926,0.6595765778757726,17.324294309445623,5.711488767107394,0.07618520799709061
1873-02-01,5.15,0.305,0.435,13.22522149,1873.1249999999984,5.570833333333334,127.70024031559718,7.562829766263522,143.43602209215484,10.786330978113549,12.115469827201425,,,,1.0053398720295676,1.0345912828835473,0.1023695549556173,0.0902477189710195,0.0121218359845978,10.644099958461435,0.42,,,,12.93980661,-0.17522151625718724,,,,0.02255460996183767,0.022304015784284446,0.007797310460031711,0.055972383508876726,-2.8828968615134456,,,,0.048790164169431834,,0.027639732631791196,7.2658653764068895,83.43332583695734,0.6533529273771216,125.96329132426715,0.6623622244212009,17.299679467635453,5.78460551013054,0.07289270379310486
1873-03-01,5.11,0.3075,0.4375,13.22522149,1873.2083333333312,5.561666666666666,126.7083937888741,7.624820174183714,143.0356545547617,10.84832138603374,12.246203300921378,,,,1.0053325226495526,1.0401158679370517,0.1055909048329435,0.0910368868526234,0.01455401798032,10.629285044718817,0.4225,,,,12.93980661,0.0,,,,0.02255460996183767,0.022304015784284446,-0.00779731046003173,0.04806447418204922,-3.0352119572506253,,,,0.054724899689246466,,0.030649195638175118,7.295840622410548,83.72813916620966,0.6607939431835934,125.82176514874253,0.6654503620039736,17.268261828190646,5.768459159798864,0.07500911790015863
1873-04-01,5.04,0.31,0.44,13.22522149,1873.2916666666647,5.552499999999999,124.9726623671087,7.686810582103908,141.79937117390676,10.910311793953934,12.379310181849004,,,,1.0053251734388198,1.0456623093609851,0.1104091630581831,0.0918381333221061,0.018571029736077,10.93160757524872,0.425,,,,13.22522149,0.2618085792060879,,,,0.045109220713914766,0.044121397384791844,-0.013793322132335873,0.04059366923086789,-3.204143154807029,,,,0.06062462181643484,,0.033646738256001084,7.54409529840106,84.37889201140112,0.6751787984122248,126.14823048828417,0.6688868459335042,17.750812466826023,5.718601309918019,0.07866117413142426
1873-05-01,5.05,0.3125,0.4425,12.93980661,1873.374999999998,5.543333333333333,127.98263045292916,7.919717230998091,145.9634484654408,11.214319599093296,12.789866523951993,,,,1.005317824397484,1.0744177639884591,0.1068847356005193,0.0902695189996178,0.0166152166009014,10.677124206422707,0.4275,,,,13.22522149,0.0,,,,0.029629489879753113,0.02919901896395576,0.0019821612039912025,0.04076333329959277,-3.1999722952766865,,,,0.0664897412688328,,0.036632465802622145,7.410298835194426,84.89584839338593,0.6633388303783133,126.22021245899977,0.6726010576234985,17.334032363027898,5.759495738928263,0.07654509709295754
1873-06-01,4.98,0.315,0.445,12.55922645,1873.4583333333312,5.534166666666667,130.03309252378358,8.224984768070648,149.08370086549843,11.619422926322027,13.321736322318635,,,,1.005310475525659,1.1128623698390758,0.1092865887273628,0.0899955425433214,0.0192910461840414,10.897530909853376,0.43,,,,13.22522149,0.0,,,,0.007241683664388265,0.00721558857907513,-0.013958352250706801,0.04183581920042986,-3.174002387726046,,,,0.07232066157962608,,0.03960648211737248,7.602928541758168,85.7609552561702,0.659531766811469,126.75186386273948,0.6766050821078369,17.68122916687946,5.709599117427646,0.0789130816707937
1873-07-01,4.97,0.3175,0.4475,12.55922645,1873.5416666666645,5.525,129.77198189622578,8.290262424960098,149.5764055328501,11.684700583211477,13.467895669205316,,,,1.0053031268234605,1.1187721982175332,0.1099578811397743,0.0919589237834863,0.0179989573562879,10.960888647701358,0.4325,,,,12.93980661,-0.26180857920608863,,,,-0.014495703833540818,-0.014601793021432271,-0.0020100509280243342,0.04167212309805687,-3.177922884568354,,,,0.07188722951331587,,0.04208961653244504,7.666286279606152,86.60390135087705,0.6673543864046958,127.28208625741398,0.6804091910917474,17.725517409493992,5.728468692824098,0.07738673020066678
1873-08-01,4.97,0.32,0.45,12.55922645,1873.6249999999975,5.515833333333333,129.77198189622578,8.355540081849547,150.3789616993577,11.749978240100926,13.615801361108844,,,,1.005295778291002,1.1247051890712425,0.1047728411587152,0.0917183137461554,0.0130545274125597,10.786330978113549,0.435,,,,12.55922645,-0.3582332767450171,,,,-0.03649761991431677,-0.03718032088096607,0.0,0.040331202886837225,-3.21062984443609,,,,0.07145896398214485,,0.044187427064566465,7.562829766263522,87.25528095643928,0.6723738027382085,127.57296423558743,0.683963733846507,17.385815554628785,5.759204943355683,0.07235384258747501
1873-09-01,4.59,0.3225,0.4525,12.55922645,1873.708333333331,5.506666666666667,119.84977804902944,8.420817738738997,139.69433979793197,11.815255896990374,13.77160975132118,,,,1.0052884299283993,1.130661378395303,0.1158528590288465,0.0925987633302558,0.0232540956985907,10.84832138603374,0.4375,,,,12.55922645,0.0,,,,-0.022220540292984925,-0.022471135698636277,-0.07953981603608351,0.08759923162912533,-2.4349830524352765,,,,0.07103577311675174,,0.045977316801378815,7.624820174183714,87.98676870551796,0.734142108043983,128.0174598318793,0.6873028790062528,17.428160398134203,5.350005899970878,0.08199816943738658
1873-10-01,4.19,0.325,0.455,12.27381157,1873.791666666664,5.4975000000000005,111.94946204473956,8.683430826859272,131.32933542866297,12.156803157602983,14.261300147981304,,,,1.005281081735767,1.1630722161205505,0.1202491903356586,0.0898512573985164,0.0303979329371422,10.910311793953934,0.44,,,,12.55922645,0.0,,,,-0.02941158020908008,-0.029852773062084757,-0.09117929013840724,0.12080604368036289,-2.1135689642663245,,,,0.07061756721395342,,0.047517332452164725,7.686810582103908,88.84771251425269,0.7936412635796815,128.68772267932258,0.6904132784729795,17.470024050236155,4.915342203486317,0.08876105599283024
