date,sp500_price,dividend,earnings,cpi,date_fraction,gs10,real_price,real_dividend,real_total_return_price,real_earnings,real_tr_scaled_earnings,cape,tr_cape,ecy,monthly_total_bond_returns,real_total_bond_returns,ten_year_annualized_stock_real_return,ten_year_annualized_bonds_real_return,real_10_year_excess_annualized_returns
1936-05-01,14.09,0.533333,0.85,13.7,1936.3749999999407,2.66,337.2701187956205,12.766308322755473,10512.165329995378,20.346316605839416,634.1618545419497,17.750192519328646,23.787637409301347,0.003896886535635781,1.0019989898416737,13.948185257725171,0.05449388161950308,-0.0022853445081115753,0.05677922612761466
1936-06-01,14.69,0.55,0.88,13.8,1936.458333333274,2.6625,349.08416503623187,13.069863224637682,10914.337298376993,20.91178115942029,653.8200696100582,18.39300106583134,24.60018864260266,0.0031610941699746764,1.0020010991402517,13.874791686637861,0.04905732523340478,-0.002692441050966332,0.05174976628437111
1936-07-01,15.56,0.57,0.9,13.9,1936.5416666666072,2.665,367.0981805755396,13.447683992805754,11512.594421423966,21.23318525179856,665.8955642211805,19.360464512319133,25.83897713061026,0.002233642935978754,1.002003208434573,13.802538128120407,0.03485433857469422,-0.00771982943865801,0.04257416801335223
1936-08-01,15.87,0.59,0.92,14.0,1936.6249999999404,2.6675000000000004,371.7374630357143,13.820107321428571,11694.205105165958,21.54999785714286,677.9249336328091,19.62306016298376,26.133390803641156,0.0027788018202817774,1.002005317724638,13.731400435424906,0.029486460079607646,-0.009051462469449323,0.03853792254905697
1936-09-01,16.05,0.61,0.94,14.0,1936.7083333332737,2.67,375.95376696428576,14.288585535714287,11864.300401014045,22.018476071428573,694.8562228631279,19.862024243287635,26.395710211981697,0.0015801041292270862,1.0020074270104475,13.758936256102166,0.011119267030272217,-0.010086155877858771,0.02120542290813099
1936-10-01,16.89,0.646667,0.966667,14.0,1936.791666666607,2.6725000000000003,395.6298519642857,15.147470069875,12525.070907710016,22.64312149844643,716.8485920155903,20.913091852533114,27.733337274008417,-0.0015323636777370697,1.0020095362920027,13.78655631637769,0.0018118004661058507,-0.012065044998046281,0.013876845464152132
1936-11-01,17.36,0.683333,0.993333,14.0,1936.8749999999402,2.675,406.63909,16.006331180125,12915.835631402846,23.267743501553575,739.0395020304311,21.49976534102415,28.451474941810442,-0.0034157639075072938,1.0020116455693042,13.814260901637189,-0.00364020448549629,-0.014467184715541426,0.010826980230045136
1936-12-01,17.06,0.72,1.02,14.0,1936.9583333332735,2.6774999999999998,399.61191678571424,16.865215714285714,12737.275691798197,23.892388928571428,761.5487224873483,21.12566354815543,27.902761077390405,-0.0026171082025578524,1.0020137548423524,13.842050298373179,0.00015225947387853545,-0.01544572474978212,0.015597984223660655
1937-01-01,17.59,0.73,1.05,14.1,1937.0416666666067,2.68,409.104415070922,16.978182092198583,13084.937704194093,24.42067287234043,781.0792830815121,21.618741582953504,28.49563792663871,-0.0019147817965586497,1.0031037291014482,13.771556533237916,-0.0016219133904042948,-0.014802451668775474,0.013180538278371179
1937-02-01,18.11,0.74,1.08,14.1,1937.12499999994,2.67,421.1984625886525,17.210759929078016,13517.630830853534,25.118406382978726,806.1314907411273,22.244221552805154,29.256928436697756,-0.002554466582997482,1.003095811177983,13.814299714022365,-0.0006933345052345663,-0.015061434916469607,0.01436810041123504
